first_name,second_name,web_name,position,team,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,ict_index,form,now_cost,selected_by_percent,news,news_added,yellow_cards,red_cards
Bernd,Leno,Leno,Goalkeeper,Arsenal,1,1.0,90,0,0,0,2,1,1.2,1.0,50,2.2,,,0,0
Rúnar Alex,Rúnarsson,Rúnarsson,Goalkeeper,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,40,1.4,,,0,0
Willian,Borges Da Silva,Willian,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,65,0.3,,,0,0
Pierre-Emerick,Aubameyang,Aubameyang,Forward,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,100,2.0,Illness - 25% chance of playing,2021-08-13T14:30:14.477664Z,0,0
Cédric,Soares,Cédric,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.3,,,0,0
Alexandre,Lacazette,Lacazette,Forward,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,85,2.1,Illness - 25% chance of playing,2021-08-13T14:30:14.582063Z,0,0
Granit,Xhaka,Xhaka,Midfielder,Arsenal,2,2.0,90,0,0,0,2,0,4.5,2.0,50,1.0,,,0,0
Pablo,Marí,Marí,Defender,Arsenal,1,1.0,90,0,0,0,2,0,2.5,1.0,45,0.2,,,0,0
Héctor,Bellerín,Bellerín,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,50,1.0,,,0,0
Calum,Chambers,Chambers,Defender,Arsenal,1,1.0,80,0,0,0,2,0,4.2,1.0,45,0.4,,,0,0
Sead,Kolasinac,Kolasinac,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Mohamed Naser,El Sayed Elneny,Elneny,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.7,,,0,0
Ainsley,Maitland-Niles,Maitland-Niles,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.1,,,0,0
Rob,Holding,Holding,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,1.9,,,0,0
Thomas,Partey,Partey,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.1,Ankle injury - Expected back 28 Aug,2021-08-04T10:30:07.806099Z,0,0
Kieran,Tierney,Tierney,Defender,Arsenal,1,1.0,90,0,0,0,2,0,15.5,1.0,50,7.7,,,0,0
Nicolas,Pépé,Pépé,Midfielder,Arsenal,2,2.0,90,0,0,0,2,0,10.3,2.0,75,2.9,,,0,0
Lucas,Torreira,Torreira,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.5,,,0,0
Edward,Nketiah,Nketiah,Forward,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.1,Ankle injury - Expected back 11 Sep,2021-08-08T18:00:05.173437Z,0,0
Emile,Smith Rowe,Smith Rowe,Midfielder,Arsenal,2,2.0,90,0,0,0,2,0,7.3,2.0,55,7.0,,,0,0
Bukayo,Saka,Saka,Midfielder,Arsenal,1,1.0,31,0,0,0,1,0,3.1,1.0,65,13.2,,,0,0
Gabriel,Magalhães,Gabriel,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.1,Knee injury - Unknown return date,2021-08-04T10:30:07.822243Z,0,0
Konstantinos,Mavropanos,Mavropanos,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,0,0
Mattéo,Guendouzi,Guendouzi,Midfielder,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,0,0
Gabriel Teodoro,Martinelli Silva,Martinelli,Midfielder,Arsenal,2,2.0,70,0,0,0,1,0,3.6,2.0,55,0.4,,,0,0
William,Saliba,Saliba,Defender,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,0,0
Ben,White,White,Defender,Arsenal,1,1.0,90,0,0,0,2,0,1.1,1.0,45,23.1,,,0,0
Nuno,Varela Tavares,Tavares,Defender,Arsenal,1,1.0,9,0,0,0,0,0,0.1,1.0,45,0.3,,,0,0
Albert,Sambi Lokonga,Sambi Lokonga,Midfielder,Arsenal,2,2.0,90,0,0,0,2,0,6.2,2.0,50,0.2,,,0,0
Folarin,Balogun,Balogun,Forward,Arsenal,1,1.0,58,0,0,0,1,0,0.9,1.0,50,0.4,,,0,0
Reiss,Nelson,Nelson,Midfielder,Arsenal,1,1.0,19,0,0,0,1,0,3.6,1.0,50,0.0,,,0,0
Karl,Hein,Hein,Goalkeeper,Arsenal,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.0,,,0,0
Jed,Steer,Steer,Goalkeeper,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,40,1.1,,,0,0
Conor,Hourihane,Hourihane,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.0,,,0,0
Emiliano,Martínez,Martínez,Goalkeeper,Aston Villa,2,2.0,90,0,0,0,3,4,2.8,2.0,55,34.0,,,0,0
Björn,Engels,Engels,Defender,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Transferred to Royal Antwerp,2021-06-25T10:09:04.469362Z,0,0
Bertrand,Traoré,Traoré,Midfielder,Aston Villa,4,4.0,18,0,1,0,0,0,3.3,4.0,60,2.0,,,0,0
Morgan,Sanson,Sanson,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.0,Knee injury - Unknown return date,2021-08-09T06:00:12.415351Z,0,0
John,McGinn,McGinn,Midfielder,Aston Villa,7,7.0,90,1,0,0,3,0,5.6,7.0,60,1.2,,,0,0
Kortney,Hause,Hause,Defender,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,Knee injury - Unknown return date,2021-06-22T11:30:10.533711Z,0,0
Tyrone,Mings,Mings,Defender,Aston Villa,0,0.0,90,0,0,0,3,0,1.6,0.0,50,8.1,,,1,0
Matt,Targett,Targett,Defender,Aston Villa,0,0.0,45,0,0,0,2,0,1.8,0.0,50,9.1,,,0,0
Ollie,Watkins,Watkins,Forward,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,75,3.7,Knee injury - 75% chance of playing,2021-08-08T22:30:08.091938Z,0,0
Marvelous,Nakamba,Nakamba,Midfielder,Aston Villa,2,2.0,90,0,0,0,3,0,1.3,2.0,45,0.2,,,0,0
Anwar,El Ghazi,El Ghazi,Midfielder,Aston Villa,1,1.0,59,0,0,0,2,0,0.8,1.0,60,1.1,,,0,0
Emiliano,Buendía Stati,Buendía,Midfielder,Aston Villa,2,2.0,71,0,0,0,3,0,2.0,2.0,65,5.4,,2021-08-09T06:00:12.461389Z,0,0
Matthew,Cash,Cash,Defender,Aston Villa,1,1.0,90,0,0,0,3,0,3.0,1.0,50,1.9,,,0,0
Ezri,Konsa Ngoyo,Konsa,Defender,Aston Villa,1,1.0,90,0,0,0,3,0,2.3,1.0,50,1.1,,,0,0
Frédéric,Guilbert,Guilbert,Defender,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Knock - 75% chance of playing,2021-08-09T06:00:12.479730Z,0,0
Wesley,Moraes,Wesley,Forward,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.3,,,0,0
Mbwana Ally,Samatta,Samatta,Forward,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,Transferred to Fenerbahce,2021-07-11T07:37:45.166277Z,0,0
Keinan,Davis,Davis,Forward,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,2.3,Knock - 25% chance of playing,2021-08-09T06:00:12.498773Z,0,0
Douglas Luiz,Soares de Paulo,Douglas Luiz,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.9,Lack of match fitness - Expected back 21 Aug,2021-08-13T10:00:09.099732Z,0,0
Jacob,Ramsey,Ramsey,Midfielder,Aston Villa,1,1.0,45,0,0,0,1,0,1.8,1.0,45,0.4,,,0,0
Ashley,Young,Young,Defender,Aston Villa,1,1.0,90,0,0,0,3,0,3.7,1.0,50,1.0,,,0,0
Axel,Tuanzebe,Tuanzebe,Defender,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.8,,,0,0
Danny,Ings,Ings,Forward,Aston Villa,7,7.0,90,1,0,0,3,0,6.0,7.0,80,38.6,,,0,0
Leon,Bailey,Bailey,Midfielder,Aston Villa,4,4.0,30,0,1,0,1,0,5.6,4.0,65,2.7,,,0,0
Aaron,Ramsey,Ramsey,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.2,,,0,0
Jaden,Philogene-Bidace,Philogene-Bidace,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.0,,,0,0
Carney,Chukwuemeka,Chukwuemeka,Midfielder,Aston Villa,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,,,0,0
Pontus,Jansson,Jansson,Defender,Brentford,6,6.0,90,0,0,1,0,0,1.1,6.0,45,0.6,,,0,0
Christian,Nørgaard,Nørgaard,Midfielder,Brentford,8,8.0,90,1,0,1,0,0,8.0,8.0,50,0.8,,,0,0
Ivan,Toney,Toney,Forward,Brentford,2,2.0,90,0,0,1,0,0,2.6,2.0,65,30.2,,,0,0
Tariqe,Fosu-Henry,Fosu,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.1,,,0,0
David,Raya Martin,Raya,Goalkeeper,Brentford,8,8.0,90,0,0,1,0,4,2.8,8.0,45,3.1,,,0,0
Sergi,Canós,Canós,Midfielder,Brentford,11,11.0,90,1,0,1,0,0,11.0,11.0,55,2.0,,,0,0
Pelenda Joshua,Dasilva,Dasilva,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,Hip injury - Unknown return date,2021-08-09T06:00:12.543954Z,0,0
Rico,Henry,Henry,Defender,Brentford,6,6.0,90,0,0,1,0,0,1.7,6.0,45,0.8,,,0,0
Vitaly,Janelt,Janelt,Midfielder,Brentford,3,3.0,90,0,0,1,0,0,1.0,3.0,50,0.1,,,0,0
Saman,Ghoddos,Ghoddos,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.1,,,0,0
Mathias,Jensen,Jensen,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.0,Foot injury - Unknown return date,2021-08-12T07:00:05.877357Z,0,0
Charlie,Goode,Goode,Defender,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,40,1.4,,,0,0
Marcus,Forss,Forss,Forward,Brentford,1,1.0,4,0,0,0,0,0,0.1,1.0,55,0.2,,,0,0
Mads,Roerslev Rasmussen,Roerslev,Defender,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Mads,Bech Sørensen,Sørensen,Defender,Brentford,1,1.0,19,0,0,0,0,0,0.0,1.0,45,0.1,,,0,0
Ethan,Pinnock,Pinnock,Defender,Brentford,11,11.0,90,0,1,1,0,0,4.8,11.0,45,2.6,,,0,0
Ellery,Balcombe,Balcombe,Goalkeeper,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.0,Season long loan to Burton Albion,2021-07-08T07:34:45.360782Z,0,0
Jan,Zamburek,Zamburek,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.8,,,0,0
Patrik,Gunnarsson,Gunnarsson,Goalkeeper,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,40,1.4,,,0,0
Halil,Dervişoğlu,Dervişoğlu,Forward,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,,,0,0
Bryan,Mbeumo,Mbeumo,Midfielder,Brentford,3,3.0,85,0,0,1,0,0,3.8,3.0,55,1.2,,,0,0
Mads,Bidstrup,Bidstrup,Midfielder,Brentford,1,1.0,10,0,0,0,0,0,0.5,1.0,45,0.1,,,0,0
Frank,Onyeka,Onyeka,Midfielder,Brentford,3,3.0,79,0,0,1,0,0,2.5,3.0,50,0.1,,,0,0
Kristoffer,Ajer,Ajer,Defender,Brentford,6,6.0,70,0,0,1,0,0,2.3,6.0,45,0.8,,,0,0
Dominic,Thompson,Thompson,Defender,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Shandon,Baptiste,Baptiste,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.0,,,0,0
Yoane,Wissa,Wissa,Midfielder,Brentford,0,0.0,0,0,0,0,0,0,0.0,0.0,60,0.1,,,0,0
Adam,Lallana,Lallana,Midfielder,Brighton,1,1.0,45,0,0,0,0,0,0.7,1.0,55,0.3,,,0,0
Jason,Steele,Steele,Goalkeeper,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,40,2.6,,,0,0
Pascal,Groß,Groß,Midfielder,Brighton,6,6.0,90,0,1,0,1,0,7.6,6.0,60,0.6,,,0,0
Shane,Duffy,Duffy,Defender,Brighton,2,2.0,90,0,0,0,1,0,9.2,2.0,40,4.1,,,0,0
Davy,Pröpper,Pröpper,Midfielder,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,0,0
Dan,Burn,Burn,Defender,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Knee injury - Unknown return date,2021-08-06T16:30:04.717960Z,0,0
Lewis,Dunk,Dunk,Defender,Brighton,2,2.0,90,0,0,0,1,0,2.0,2.0,50,6.2,,,0,0
Solomon,March,March,Midfielder,Brighton,2,2.0,90,0,0,0,1,0,7.5,2.0,55,0.1,,,0,0
Adam,Webster,Webster,Defender,Brighton,2,2.0,90,0,0,0,1,0,2.6,2.0,45,0.6,,,0,0
Joël,Veltman,Veltman,Defender,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,3.6,Lack of match fitness - 75% chance of playing,2021-08-14T18:00:09.888942Z,0,0
Neal,Maupay,Maupay,Forward,Brighton,5,5.0,90,1,0,0,1,0,11.5,5.0,65,2.7,,,1,0
Leandro,Trossard,Trossard,Midfielder,Brighton,2,2.0,75,0,0,0,1,0,1.2,2.0,65,1.2,,,0,0
Mathew,Ryan,Ryan,Goalkeeper,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,0,0
Alireza,Jahanbakhsh,Jahanbakhsh,Midfielder,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,0,0
Bernardo,Fernandes Da Silva Junior,Bernardo,Defender,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,0,0
Robert,Sánchez,Sánchez,Goalkeeper,Brighton,2,2.0,90,0,0,0,1,2,3.0,2.0,45,24.6,,,0,0
Yves,Bissouma,Bissouma,Midfielder,Brighton,2,2.0,90,0,0,0,1,0,1.3,2.0,45,12.9,,,0,0
Tariq,Lamptey,Lamptey,Defender,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.5,Hamstring injury - Expected back 11 Sep,2021-07-27T10:00:07.150819Z,0,0
Aaron,Connolly,Connolly,Forward,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.2,,,0,0
Steven,Alzate,Alzate,Midfielder,Brighton,2,2.0,71,0,0,0,1,0,3.7,2.0,50,0.1,,,0,0
Alexis,Mac Allister,Mac Allister,Midfielder,Brighton,9,9.0,14,1,0,0,0,0,5.6,9.0,55,0.3,,,0,0
Jakub,Moder,Moder,Midfielder,Brighton,4,4.0,18,0,1,0,0,0,5.1,4.0,45,0.6,,,0,0
Danny,Welbeck,Welbeck,Forward,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,60,0.2,Hamstring injury - Expected back 11 Sep,2021-08-02T13:30:12.546776Z,0,0
Enock,Mwepu,Mwepu,Midfielder,Brighton,1,1.0,45,0,0,0,1,0,1.8,1.0,60,0.1,,,0,0
Kjell,Scherpen,Scherpen,Goalkeeper,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Ankle injury - Unknown return date,2021-08-08T16:00:04.206498Z,0,0
Florin,Andone,Andone,Forward,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.2,,,0,0
Andi,Zeqiri,Zeqiri,Forward,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.3,,,0,0
Michal,Karbownik,Karbownik,Defender,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.0,,,0,0
Taylor,Richards,Richards,Midfielder,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,,,0,0
Moisés,Caicedo,Caicedo,Midfielder,Brighton,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,,,0,0
James,Tarkowski,Tarkowski,Defender,Burnley,6,6.0,90,1,0,0,2,0,9.4,6.0,50,1.6,,,1,0
Phil,Bardsley,Bardsley,Defender,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.9,,,0,0
Erik,Pieters,Pieters,Defender,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.2,,,0,0
Jack,Cork,Cork,Midfielder,Burnley,2,2.0,84,0,0,0,2,0,1.4,2.0,45,0.1,,,0,0
Dale,Stephens,Stephens,Midfielder,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Ankle injury - Unknown return date,2021-08-02T14:00:11.997802Z,0,0
Kevin,Long,Long,Defender,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.2,Achilles injury - Unknown return date,2021-08-02T14:00:12.013515Z,0,0
Jay,Rodriguez,Rodriguez,Forward,Burnley,2,2.0,69,0,0,1,0,0,2.6,2.0,55,1.0,,,0,0
Ashley,Barnes,Barnes,Forward,Burnley,1,1.0,20,0,0,0,2,0,1.2,1.0,55,2.0,,,0,0
Ben,Mee,Mee,Defender,Burnley,1,1.0,90,0,0,0,2,0,1.7,1.0,50,0.9,,,0,0
Ashley,Westwood,Westwood,Midfielder,Burnley,7,7.0,90,0,1,0,2,0,6.0,7.0,55,0.7,,,0,0
Johann Berg,Gudmundsson,Gudmundsson,Midfielder,Burnley,1,1.0,90,0,0,0,2,0,1.2,1.0,55,0.1,,,1,0
Chris,Wood,Wood,Forward,Burnley,2,2.0,90,0,0,0,2,0,4.1,2.0,70,2.9,,,0,0
Matthew,Lowton,Lowton,Defender,Burnley,1,1.0,90,0,0,0,2,0,2.9,1.0,45,2.5,,,0,0
Matej,Vydra,Vydra,Forward,Burnley,1,1.0,5,0,0,0,0,0,1.0,1.0,55,0.9,,,0,0
Nick,Pope,Pope,Goalkeeper,Burnley,2,2.0,90,0,0,0,2,4,3.0,2.0,55,4.0,,,0,0
Charlie,Taylor,Taylor,Defender,Burnley,1,1.0,90,0,0,0,2,0,3.2,1.0,45,0.6,,,0,0
Will,Norris,Norris,Goalkeeper,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Josh,Brownhill,Brownhill,Midfielder,Burnley,1,1.0,11,0,0,0,0,0,1.8,1.0,45,4.1,,,0,0
Josh,Benson,Benson,Midfielder,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Transferred to Barnsley,2021-07-31T16:20:53.282166Z,0,0
Bailey,Peacock-Farrell,Peacock-Farrell,Goalkeeper,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.0,Joined Sheffield Wednesday on a season-long loan,2021-07-27T22:30:10.385580Z,0,0
Dwight,McNeil,McNeil,Midfielder,Burnley,2,2.0,78,0,0,0,2,0,5.2,2.0,60,0.3,,,0,0
Nathan,Collins,Collins,Defender,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Wayne,Hennessey,Hennessey,Goalkeeper,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.3,,,0,0
Lewis,Richardson,Richardson,Forward,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.2,,,0,0
Bobby,Thomas,Thomas,Defender,Burnley,0,0.0,0,0,0,0,0,0,0.0,0.0,40,0.1,,,0,0
César,Azpilicueta,Azpilicueta,Defender,Chelsea,6,6.0,66,0,0,1,0,0,2.5,6.0,60,4.2,,,0,0
Olivier,Giroud,Giroud,Forward,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,65,0.0,Transferred to AC Milan,2021-07-18T11:00:04.218580Z,0,0
Thiago,Emiliano da Silva,Thiago Silva,Defender,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,3.1,,,0,0
Marcos,Alonso,Alonso,Defender,Chelsea,15,15.0,85,1,0,1,0,0,12.1,15.0,55,4.9,,,0,0
Jorge Luiz,Frello Filho,Jorginho,Midfielder,Chelsea,3,3.0,90,0,0,1,0,0,4.3,3.0,60,5.3,,,0,0
Ross,Barkley,Barkley,Midfielder,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.2,,,0,0
Mateo,Kovacic,Kovacic,Midfielder,Chelsea,6,6.0,90,0,1,1,0,0,5.7,6.0,50,0.6,,,0,0
Michy,Batshuayi,Batshuayi,Forward,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.2,,,0,0
Antonio,Rüdiger,Rüdiger,Defender,Chelsea,6,6.0,90,0,0,1,0,0,1.8,6.0,55,7.5,,,0,0
Kurt,Zouma,Zouma,Defender,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,1.3,,,0,0
Kepa,Arrizabalaga,Arrizabalaga,Goalkeeper,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.3,,,0,0
N'Golo,Kanté,Kanté,Midfielder,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,50,4.1,Knock - 75% chance of playing,2021-08-13T13:30:14.495722Z,0,0
Hakim,Ziyech,Ziyech,Midfielder,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,75,0.4,Shoulder injury - Expected back 28 Aug,2021-08-12T06:30:05.630938Z,0,0
Ruben,Loftus-Cheek,Loftus-Cheek,Midfielder,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.1,,,0,0
Andreas,Christensen,Christensen,Defender,Chelsea,7,7.0,90,0,0,1,0,0,2.0,7.0,50,1.2,,,0,0
Timo,Werner,Werner,Forward,Chelsea,2,2.0,90,0,0,1,0,0,4.0,2.0,90,4.6,,,0,0
Benjamin,Chilwell,Chilwell,Defender,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,60,11.7,,,0,0
Tammy,Abraham,Abraham,Forward,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,65,0.6,,,0,0
Christian,Pulisic,Pulisic,Midfielder,Chelsea,8,8.0,81,1,0,1,0,0,8.2,8.0,80,2.0,,,0,0
Mason,Mount,Mount,Midfielder,Chelsea,6,6.0,90,0,1,1,0,0,6.2,6.0,75,20.7,,,0,0
Ethan,Ampadu,Ampadu,Defender,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
Callum,Hudson-Odoi,Hudson-Odoi,Midfielder,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.2,,,0,0
Kai,Havertz,Havertz,Midfielder,Chelsea,1,1.0,8,0,0,0,0,0,0.2,1.0,85,10.6,,,0,0
Reece,James,James,Defender,Chelsea,1,1.0,23,0,0,0,0,0,0.6,1.0,55,6.4,,,0,0
Edouard,Mendy,Mendy,Goalkeeper,Chelsea,6,6.0,90,0,0,1,0,1,1.1,6.0,60,10.0,,,0,0
Malang,Sarr,Sarr,Defender,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,50,0.1,,,0,0
Trevoh,Chalobah,Chalobah,Defender,Chelsea,14,14.0,90,1,0,1,0,0,6.3,14.0,50,1.9,,,0,0
Romelu,Lukaku,Lukaku,Forward,Chelsea,0,0.0,0,0,0,0,0,0,0.0,0.0,115,11.1,,2021-08-13T13:30:15.492655Z,0,0
Emerson,Palmieri dos Santos,Emerson,Defender,Chelsea,1,1.0,4,0,0,0,0,0,0.2,1.0,45,0.0,,,0,0
Conor,Gallagher,Gallagher,Midfielder,Crystal Palace,0,0.0,0,0,0,0,0,0,0.0,0.0,55,0.0,,2021-08-04T10:30:07.874717Z,0,0
Vicente,Guaita,Guaita,Goalkeeper,Crystal Palace,2,2.0,90,0,0,0,3,3,2.4,2.0,45,5.2,,,0,0
James,Tomkins,Tomkins,Defender,Crystal Palace,0,0.0,0,0,0,0,0,0,0.0,0.0,45,0.1,,,0,0
James,McArthur,McArthur,Midfielder,Crystal Palace,2,2.0,90,0,0,0,3,0,5.5,2.0,45,0.3,,,0,0
Christian,Benteke,Benteke,Forward,Crystal Palace,1,1.0,33,0,0,0,1,0,0.1,1.0,65,1.4,,,0,0
Cheikhou,Kouyaté,Kouyaté,Defender,Crystal Palace,1,1.0,90,0,0,0,3,0,1.7,1.0,45,0.5,,,0,0
Martin,Kelly,Kelly,Defender,Crystal Palace,0,0.0,0,0,0,0,0,0,0.0,0.0,40,1.2,,,0,0
